"generator","generator_name","RESOURCEBID_SEQ","n_matches","pmax_mw","max_mw","mean_pct_err","mean_stop_offset","mean_restart_offset","mean_abs_stop_offset","mean_abs_restart_offset","score","confidence"
"MTNPOS_1_UNIT","MT.POSO COGENERATION CO.",839931,1,46.64,47,0.00771869639794167,0,0,0,0,0.992281303602058,0.029170267934313
"ELCABO_5_ECWSCEDYN","El Cabo Wind",133667,1,298,300,0.00671140939597315,-5,656,5,656,0.993288590604027,0.027027027027027
"LECEF_1_UNITS","LOS ESTEROS ENERGY FACILITY AGGREGATE",451866,1,309.84,322,0.0392460624838627,0,361,0,361,0.960753937516137,0.02579951625907
"SNCLRA_6_PROCGN","Procter and Gamble Oxnard 2",462999,1,47.9,47,0.0187891440501044,-5,1035,5,1035,0.981210855949896,0.0255319148936171
"POLRIS_2_ASRSR1","Antelope Solar 2 Raceway",277359,82,125,125,0,0,69.5243902439024,0,69.5243902439024,82,0.024390243902439
"TRNQLT_2_SOLAR","Tranquillity",123202,1,200,123,0.385,0,300,0,300,0.615,0.024390243902439
"TECOLOTE_3_WBDYN","TECOLOTE WIND",101153,1,271.68,295,0.0858362779740871,0,503,0,503,0.914163722025913,0.0201320663552907
"KERNFT_1_UNITS","KERN FRONT LIMITED",225415,2,52.4,55,0.0496183206106871,1,1620,1,1620,1.90076335877863,0.0200803212851406
"HNTGBH_7_UNIT 2","HUNTINGTON BEACH GEN STA. UNIT 2",213655,1,226.84,230,0.0139305237171575,0,2464,0,2464,0.986069476282843,0.0164520743919886
"VACADX_1_UNITA1","CalPeak Power Vaca Dixon Unit 1",935836,1,51.91,50,0.0367944519360431,0,10800,0,10800,0.963205548063957,0.0156000000000001
"LCKHT1_2_LH1BT1","Lockhart Solar BESS 1",956804,1,45,46.42,0.0315555555555556,0,870,0,870,0.968444444444444,0.0133088572739788
"KEARNY_6_SESBT2","Kearny South Energy Storage",456996,1,10,9.72,0.0279999999999999,0,16655,0,16655,0.972,0.0123456790123458
"ORMOND_7_UNIT 1","ORMOND BEACH GEN STA. UNIT 1",985335,1,741.27,741.27,0,0,223560,0,223560,1,0.0117770852725728
"ORMOND_7_UNIT 2","ORMOND BEACH GEN STA. UNIT 2",653256,1,750,750,0,0,197760,0,197760,1,0.01164
"SANBRN_2_SS2BT4","Sanborn Solar 2 SBESS 4",744292,5,47,50,0.0638297872340425,0,96,0,96,4.68085106382979,0.0113636363636364
"OLDRIV_6_LKVBM1","Lakeview Dairy Biogas",506583,2,1,1.05,0.05,0,67.5,0,67.5,1.9,0.0105263157894737
"GRNLF2_1_UNIT","GREENLEAF II COGEN",824322,1,49.2,49.5,0.0060975609756097,0,3300,0,3300,0.99390243902439,0.0102249488752557
"AGRICO_6_PL3N5","Fresno Peaker",201934,1,22.69,21.59,0.0484795063904804,0,5761,0,5761,0.95152049360952,0.00972672533580343
"MORWD_6_QF","Morwind",122409,1,38.16,41,0.0744234800838575,0,65208,0,65208,0.925576519916142,0.00906002265005645
"HENRTA_6_UNITA2","GWF HENRIETTA PEAKER PLANT UNIT 2",917526,1,49.42,49.42,0,0,NA,0,NA,1,0.00849858356940514
"CHESTN_2_CHWBX2","Chestnut Westside BESS",387388,2,135,121,0.103703703703704,0,314,0,314,1.79259259259259,0.00826446280991733
"SGREGY_6_SANGER","Algonquin Power Sanger 2",555191,1,48.3,48.35,0.00103519668737069,0,34561,0,34561,0.998964803312629,0.00518134715025886
"DYLAN_2_BMTBT1","Beaumont BESS",262817,1,100,100,0,0,240,0,240,1,0.005
"WSTWND_2_M89WD1","Mojave 89",203060,1,82.65,100,0.209921355111918,0,480,0,480,0.790078644888082,0.00459418070444118
"SANBRN_2_SS2SB4","Sanborn Solar 2 Edwards Sanborn S4",158082,39,36,33,0.0833333333333333,0,76.9230769230769,0,76.9230769230769,35.75,0
"LTBEAR_1_LB3SR3","Little Bear 3 Solar",565664,29,20,20,0,-0.931034482758621,27.8965517241379,0.931034482758621,27.8965517241379,29,0
"KRAMER_1_R2BX2","Resurgence 2 BESS",185626,32,40,49,0.225,0.03125,526.875,0.03125,526.875,24.8,0
"GUERNS_6_HD3BM3","Hanford Digester Genset 3",157437,18,1,0.99,0.01,0,93.3333333333333,0,93.3333333333333,17.82,0
"RTEDDY_2_RWSBT5","Rosamond West Solar Central BESS C",193527,22,12,9.5,0.208333333333333,0,924.818181818182,0,924.818181818182,17.4166666666667,0
"VICPAS_2_SOCBT2","Sol Catcher BESS 2",213716,7,71,96,0.352112676056338,0,120,0,120,4.53521126760563,0
"VICPAS_2_VPSSR1","Victory Pass Solar",199791,6,200,102,0.49,0,120.333333333333,0,120.333333333333,3.06,0
"SANLOB_1_LNDFIL","Cold Canyon",214773,3,1.5,1.5,0,0,186.333333333333,0,186.333333333333,3,0
"DSRTSN_2_DS2X2","Desert Sunlight PV II Storage",132494,3,230,242,0.0521739130434783,-1.66666666666667,7750,1.66666666666667,7750,2.84347826086957,0
"GASKW1_2_GW2SR1","Gaskell West 2a",940797,4,16,10,0.375,0,185.5,0,185.5,2.5,0
"GANSO_1_WSTBM1","Weststar Dairy Biogas",174762,2,1,0.99,0.01,2.5,3667.5,2.5,3667.5,1.98,0
"CLOVER_2_UNIT","Clover Creek",179841,2,0.99,1,0.0101010101010101,0,81,0,81,1.97979797979798,0
"MRGT_6_TGEBT1","Top Gun Energy Storage",561427,2,30,25,0.166666666666667,0,1500,0,1500,1.66666666666667,0
"CHEVMN_2_UNITS","CHEVRON U.S.A. UNITS 1 & 2 AGGREGATE",131943,2,124.87,150,0.201249299271242,2.5,22429.5,2.5,22429.5,1.59750140145752,0
"PIT5_7_PL3X4","PIT PH 5 UNITS 3 & 4 AGGREGATE",251994,3,82,40,0.51219512195122,0,130,0,130,1.46341463414634,0
"MTWIND_1_MVPWD1","Mountain View Power Project I Repower",267721,2,66.6,40,0.399399399399399,1,611,1,611,1.2012012012012,0
"SANTGO_2_MABBT1","Millikan Avenue BESS",122443,1,2,2,0,-1,91,1,91,1,0
"COPMTN_2_CM10","Copper Mountain 10",163531,1,10,10,0,0,10020,0,10020,1,0
"ALTA4A_2_CPCW1","Alta Wind 1",209289,1,150,150,0,0,6,0,6,1,0
"SCARLT_2_SS2SR1","Scarlet Solar 2 PV",231017,1,200,200,0,0,660,0,660,1,0
"PRCTVY_1_MIGBT1","Miguel BESS",439330,1,2,2,0,5,100,5,100,1,0
"SYCAMR_2_UNIT 1","Sycamore Cogeneration Unit 1",598138,1,74,74,0,-1,1,1,1,1,0
"ESCO_6_GLMQF","Goal Line Cogen",717058,1,49.9,50,0.00200400801603209,0,360,0,360,0.997995991983968,0
"LIVOAK_1_UNIT 1","LIVE OAK LIMITED",170209,1,49.7,50,0.00603621730382288,0,6121,0,6121,0.993963782696177,0
"RVRVEW_1_UNITA1","Riverview Energy Center (GP Antioch)",176644,1,48.7,49.5,0.0164271047227925,0,2700,0,2700,0.983572895277207,0
"BIOMAS_1_UNIT 1","WOODLAND BIOMASS",109052,1,25.5,25,0.0196078431372549,-1,1860,1,1860,0.980392156862745,0
"ESCNDO_6_PL1X2","MMC Escondido Aggregate",633120,1,48.71,50,0.0264832683227263,0,170760,0,170760,0.973516731677274,0
"ULTPFR_1_UNIT 1","Rio Bravo Fresno",364961,1,24.3,25,0.0288065843621399,0,3600,0,3600,0.97119341563786,0
"MCSWAN_6_UNITS","MC SWAIN HYDRO",347450,1,9,9.45,0.0499999999999999,0,595,0,595,0.95,0
"COVERD_2_QFUNTS","Cove Hydroelectric Project",103147,1,5.5,5.9,0.0727272727272728,0,5393,0,5393,0.927272727272727,0
"VOYAGR_2_VOYWD2","Voyager Wind 2",117001,1,126.35,112.5,0.109616145627226,0,420,0,420,0.890383854372774,0
"CHILLS_7_UNITA1","Sycamore Energy 2",650703,1,2.25,2,0.111111111111111,0,0,0,0,0.888888888888889,0
"YELPIN_2_YP2SR1","Yellow Pine 2",354420,1,125,106,0.152,0,3240,0,3240,0.848,0
"SCEW_2_PDRP10","LCR AMS Hybrid Irvine 2-W-LSCE",333327,1,2.5,2,0.2,0,2881,0,2881,0.8,0
"BEKWJS_5_BV1SCEDYN","Broadview 1",190770,1,130,160,0.230769230769231,2,1054,2,1054,0.769230769230769,0
"VERNON_6_GONZL1","H. Gonzales Unit #1",256419,1,5.75,4,0.304347826086957,0,300,0,300,0.695652173913043,0
"WFRESN_1_SOLAR","Joya Del Sol",371350,1,1.5,1,0.333333333333333,0,NA,0,NA,0.666666666666667,0
"HENRTA_6_SOLAR1","Lemoore 1",191300,1,1.5,0.99,0.34,0,3402,0,3402,0.66,0
"RENWD_1_QF","Renwind re-powering project",189796,1,10,5.9,0.41,0,21331,0,21331,0.59,0
"GARNET_2_WIND5","Eastwind",133798,1,3,1,0.666666666666667,-1,592,1,592,0.333333333333333,0
"ELNIDO_1_ECRSR1","East Cleveland Solar",636159,1,3,1,0.666666666666667,0,21900,0,21900,0.333333333333333,0
"WISTER_2_WISSR1","Wister Solar",370707,1,20,40,1,0,7718,0,7718,0,0
"HARDWK_6_STWBM1","Still Water Ranch Dairy",627608,1,1,2,1,0,0,0,0,0,0
"CUMBIA_1_SOLAR","Columbia Solar Energy II",103700,1,19,42,1.21052631578947,0,7800,0,7800,-0.210526315789474,0
"STOILS_1_UNITS","Chevron Richmond Refinery",863132,1,56.2,128,1.27758007117438,1,198532,1,198532,-0.277580071174377,0
"NWCSTL_7_UNIT 1","NEWCASTLE HYDRO",151446,1,12,36,2,0,75595,0,75595,-1,0
"CABZON_1_WINDA1","Cabazon Wind Project",104627,1,41,130,2.17073170731707,0,7620,0,7620,-1.17073170731707,0
"VOLTA_2_UNIT 1","VOLTA HYDRO UNIT 1",711583,1,9.1,29,2.18681318681319,0,43331,0,43331,-1.18681318681319,0
"CSTRVL_7_PL1X2","Marina Land Fill Gas",352258,1,4.53,15,2.31125827814569,0,7680,0,7680,-1.31125827814569,0
"FRESHW_1_SOLAR1","Corcoran 3",163228,1,20,70,2.5,-5,94545,5,94545,-1.5,0
"RNDSBG_1_HZASR1","Hazel A",814548,1,2.99,10.5,2.51170568561873,0,462,0,462,-1.51170568561873,0
"WISE_1_UNIT 2","WISE HYDRO UNIT 2",543434,1,3.2,12,2.75,-5,474,5,474,-1.75,0
"CLRMNT_6_CLEBT1","Clairemont Energy Storage",561157,1,9,40,3.44444444444444,0,350,0,350,-2.44444444444444,0
"MIRLOM_2_CORONA","MWD Corona Hydroelectric Recovery Plant",197371,1,2.85,25,7.7719298245614,0,NA,0,NA,-6.7719298245614,0
"WEBER_6_FORWRD","Forward",170852,1,4.2,40,8.52380952380952,0,2461,0,2461,-7.52380952380952,0
"NOVATO_6_LNDFL","Redwood Renewable Energy",327142,1,3.9,40.4,9.35897435897436,-4,NA,4,NA,-8.35897435897436,0
"TWISSL_6_SOLAR1","Coronal Lost Hills",555216,1,20,219.7,9.985,0,780,0,780,-8.985,0
"NZWIND_6_WDSTR4","Windstream 6042",325131,1,6.77,100,13.7710487444609,0,108207,0,108207,-12.7710487444609,0
"OASIS_6_AR4SR3","Arrache 4013",110222,1,1.5,25,15.6666666666667,0,22920,0,22920,-14.6666666666667,0
"ROSMND_6_SOLAR","Lancaster B",915498,1,3,74,23.6666666666667,0,180,0,180,-22.6666666666667,0
"CHEVCO_6_UNIT 2","AERA ENERGY LLC. (COALINGA)",156654,1,8.5,280,31.9411764705882,0,270,0,270,-30.9411764705882,0
"MENBIO_6_RENEW1","CalRENEW - 1(A)",816448,1,5,250,49,4,1274,4,1274,-48,0
"LITLRK_6_GBCSR1","Green Beanworks C",155592,1,3,189,62,-5,1200,5,1200,-61,0
"COCOSB_6_SOLAR","Oakley Solar Project",447809,1,1.5,100,65.6666666666667,0,360,0,360,-64.6666666666667,0
"BUCKWD_7_WINTCV","Wintec Energy, Ltd.",129473,1,1.32,100,74.7575757575758,-1,1,1,1,-73.7575757575758,0
"CAMERN_6_BSPSR1","Buckman Springs PV",138597,1,0.84,100,118.047619047619,4,NA,4,NA,-117.047619047619,0
"CAMDEN_6_RDDBM1","RuAnn Dairy Digester BioMAT",102701,1,0.55,70,126.272727272727,0,6880,0,6880,-125.272727272727,0
"PEORIA_1_SOLAR","Sonora 1",123980,1,1.5,200,132.333333333333,-5,310,5,310,-131.333333333333,0
"REEDLY_6_SOLAR","Terzian",524908,1,1.23,500,405.50406504065,0,5940,0,5940,-404.50406504065,0
